,Version,Success,Description
0,0.4.0,Y,
1,0.4.1,Y,
2,0.4.2,Y,
3,0.4.3,Y,
4,0.4.4,Y,
5,0.4.5,Y,
6,0.4.6,Y,
7,0.4.7,Y,
8,0.5.0,Y,
9,0.6.0,Y,
10,0.7.0,Y,
11,0.7.1,Y,
12,0.7.10,Y,
13,0.7.11,Y,
14,0.7.12,Y,
15,0.7.13,Y,
16,0.7.14,Y,
17,0.7.15,Y,
18,0.7.16,Y,
19,0.7.17,Y,
20,0.7.18,Y,
21,0.7.19,Y,
22,0.7.2,Y,
23,0.7.3,Y,
24,0.7.4,Y,
25,0.7.5,Y,
26,0.7.6,Y,
27,0.7.7,Y,
28,0.7.8,Y,
29,0.7.9,Y,
